nct_id,brief_title,phase,conditions,overall_status,enrollment_count,num_locations,num_countries,countries,start_date,primary_completion_date
NCT05405192,Dostarlimab in Chemoresistant Gestational Trophoblastic Neoplasia,PHASE2,Gestational Trophoblastic Neoplasia,WITHDRAWN,0.0,1,1,United States,2023-03-01,2026-12-01
NCT04280536,Phase II Study of FTD/TPI (Lonsurf) in Metastatic Breast Cancers With or Without Prior Exposure to Fluoropyrimidines (LONBRECA),PHASE1,Breast Cancer,ACTIVE_NOT_RECRUITING,86.0,1,1,Singapore,2019-08-14,2026-06
NCT00254436,"A Double-Blind, Randomized, Placebo-Controlled Study of the Efficacy and Safety of Weekly Procrit Given to Gastric or Rectal Patients",PHASE3,"Gastrointestinal Cancer, Rectal Cancer",TERMINATED,50.0,1,1,United States,2001-10-31,2004-06-29
NCT04024436,A Study of TAS-120 in Patients With Metastatic Breast Cancer,PHASE2,"Metastatic Breast Cancer, FGFR 1 High Amplification, FGFR2 Amplification",TERMINATED,64.0,37,7,"Canada, France, Italy, Portugal, Spain, United Kingdom, United States",2020-01-28,2023-05-31
NCT03383692,Study of DS-8201a for Participants With Advanced Solid Malignant Tumors,PHASE1,Neoplasm Metastasis,COMPLETED,40.0,10,3,"Japan, South Korea, Taiwan",2018-01-12,2018-09-26
NCT03400592,Study of Nimotuzumab and Irinotecan as Second Line With Recurrent or Metastatic Gastric Adenocarcinoma,PHASE2,Stomach Neoplasms,UNKNOWN,55.0,1,1,China,2015-06,2018-06
NCT07204392,Unveiling the Germline Predisposition to Myeloproliferative Neoplasms,,"Myeloproliferative Disease, Germline Mutation",RECRUITING,313.0,1,1,Italy,2022-06-27,2030-12-31
NCT05099536,3D011-08 Monotherapy in Subjects With Advanced Solid Tumors,PHASE1,"Solid Tumor, Adult",WITHDRAWN,0.0,1,1,China,2022-02-24,2023-09-11
NCT06897436,Characterization of Immune Cells and Their Secreted Cytokines in Endometriosis Patients,,Endometriosis,NOT_YET_RECRUITING,60.0,0,0,,2025-05-01,2029-12-31
NCT02157636,A Phase 1 Study Evaluating CPI-0610 in Patients With Previously Treated Multiple Myeloma,PHASE1,Multiple Myeloma,COMPLETED,30.0,0,0,,2014-07-15,2016-11-08
NCT07100236,29-Gene Liver Cancer Subtype and Immunotherapy Effectiveness,,Primary Hepatocellular Carcinoma,NOT_YET_RECRUITING,350.0,13,1,China,2025-08-01,2027-05-01
NCT02542436,Avastin (Bevacizumab) in the Treatment of Metastatic Colorectal Cancer in Normal Clinical Use in the UK Population,,Metastatic Colorectal Cancer,WITHDRAWN,0.0,0,0,,2015-09-01,2015-12-31
NCT00888511,Tarceva And Radiotherapy in Locally Advanced Lung Cancer Non-small Cell Lung Cancer,PHASE2,Non-small Cell Lung Cancer,COMPLETED,15.0,7,1,Denmark,2009-05,2016-05
NCT01803711,Omega 3 FA Supplements as Augmentation in the Treatment of Depression,PHASE2,"Major Depression, Cancer, Diabetes, Cardiovascular Diseases",TERMINATED,6.0,1,1,United States,2013-02,2016-06
NCT03703271,Study of Hysteroscopic Repeat Curettage as the First-line Treatment in Low-risk Postmolar Gestational Trophoblastic Neoplasia,PHASE3,Gestational Trophoblastic Neoplasia,UNKNOWN,214.0,1,1,China,2019-03-01,2023-12-31
NCT05900544,"Maximizing Benefit of Lung Cancer Screening Incidental Findings of Cardiovascular, Respiratory and Breast Measures",NA,"Coronary Disease, Emphysema or COPD, Breast Density",WITHDRAWN,0.0,0,0,,2024-12,2027-10
NCT07230444,Artificial Intelligence for the Intra-procedural Assessment of Uterine Artery Embolization,,Uterine Fibroids (UF),NOT_YET_RECRUITING,250.0,1,1,Italy,2025-12-01,2026-12-01
NCT00596544,Sexual Functioning After Primary Treatment of Ovarian Cancer,,"Ovarian Cancer, Sexual Dysfunction",TERMINATED,18.0,1,1,United States,2004-11,2015-11
NCT06532734,Barrett's Esophagitis in Anorexia Nervosa Binge/Purge Subtype,,"Barrett Esophagus, Anorexia Nervosa, Binge Eating/Purging Type, Rumination, Vomiting, Eating Disorders, Esophageal Adenocarcinoma",RECRUITING,25.0,3,1,United States,2024-11-12,2026-11
NCT03501134,Quality of Life of Patients With Glioblastoma (GBM) Treated With Tumor-Treating Fields,,Malignant Glioma,COMPLETED,20.0,1,1,United States,2018-08-08,2021-06-03
NCT03213964,Intraperitoneal Delivery of Adaptive Natural Killer (NK) Cells (FATE-NK100) With Intraperitoneal Int,PHASE1,"Epithelial Ovarian Cancer, Fallopian Tube Cancer, Primary Peritoneal Cancer",COMPLETED,10.0,1,1,United States,2017-10-19,2021-03-10
NCT04729634,Survey Of Mobilisation and Breathing Exercises After Thoracic and Abdominal Surgery,NA,"Abdominal Cancer, Heart Diseases",COMPLETED,1492.0,1,1,Sweden,2021-09-01,2022-02-28
NCT05785234,The Effects of Sufentanil vs. Remifentanil in Total Intravenous Anesthesia With Remimazolam on Postoperative Pain,NA,Stomach Neoplasms,UNKNOWN,66.0,1,1,South Korea,2023-04,2025-03
NCT05531864,Ultrasound-guided Continuous Low Serratus Anterior Plane Block in Hepatocellular Carcinoma Surgery,NA,"Liver Neoplasms, Postoperative Analgesia, Serratus Anterior Plane Block",RECRUITING,160.0,1,1,China,2021-01-01,2024-02-29
NCT01603264,A Pharmacokinetic Study Comparing PF-05280014 And Trastuzumab In Healthy Male Volunteers (REFLECTIONS B327-01),PHASE1,Healthy,COMPLETED,105.0,1,1,United States,2012-05,2012-12
NCT05325164,Methadone for 'Adenocarcinopathic' Pain Treatment,PHASE3,"Cancer Pain, Adenocarcinoma",WITHDRAWN,0.0,0,0,,2022-09,2023-08
NCT02314364,A Trial of Integrating SBRT With Targeted Therapy in Stage IV Oncogene-driven NSCLC,PHASE2,"Non-small Cell Lung Cancer Metastatic, Targetable Oncogenes (EGFR, ALK, ROS1)",COMPLETED,27.0,1,1,United States,2014-12,2021-11-10
NCT03366064,Haploidentical NK Cells After Pemetrexed in Patients With Stage IV Non-Small Cell Lung Cancer (NSCLC),PHASE1,Non-small Cell Lung Cancer,COMPLETED,5.0,1,1,South Korea,2017-11-09,2018-09-03
NCT06809764,Clinical Effectiveness and Safety of Trastuzumab Deruxtecan (T-DXd) in Chinese Patients With HER2m NSCLC (RERUN),,Non-small Cell Lung Cancer,RECRUITING,150.0,23,1,China,2025-02-21,2027-02-12
NCT01080664,"A Phase I, Dose-escalation Study of AS703569 Given Orally to Subjects With Haematological Malignancies",PHASE1,Haematological Malignancies,TERMINATED,124.0,10,5,"Belgium, Germany, Italy, Switzerland, United States",2006-12,2010-03
NCT04880044,Detection of Barrett s Esophagus in Patients Without GERD Symptoms,NA,Barrett's Esophagus,COMPLETED,132.0,1,1,United States,2022-01-05,2025-02-25
NCT06728644,The Role of L-arginine in Polycystic Ovary Syndrome,NA,"Polycystic Ovary Syndrome, L-arginine, Gut Microbiome",COMPLETED,31.0,2,1,China,2024-07-14,2025-07-04
NCT05067764,Efficacy of Aponeurectomy on the 2-year Recurrence Rate of Dupuytren's Disease,NA,Dupuytren's Disease,RECRUITING,172.0,2,1,France,2022-09-29,2025-09-29
NCT07236164,Effectiveness of a Guided Self-Help CBT Manual 'KOK' in Cancer Patients,NA,"Depression, Anxiety, Cancer",NOT_YET_RECRUITING,108.0,1,1,Pakistan,2025-12-28,2026-01-31
NCT02610764,Pilot Sudy: Resectable Esophageal Adenocarcinoma and the Relevance of CTC,NA,Esophageal Adenocarcinoma,COMPLETED,19.0,1,1,Germany,2015-11,2016-12
NCT02063464,Blood Collection From People With Ovarian Cancer,,"Ovarian Cancer, Cancer of the Ovary, Ovarian Neoplasms",COMPLETED,85.0,1,1,United States,2014-03-10,2016-03-14
NCT05457309,Construction and Effect Evaluation of Malignant Fungating Wounds Care Regimen for Breast Cancer Patients,NA,Malignant Fungating Wound,UNKNOWN,50.0,1,1,China,2022-06-24,2024-06-24
NCT00305799,Hearing Loss and Dizziness in Patients Receiving Oxaliplatin for Solid Tumors,,"Neurotoxicity, Unspecified Adult Solid Tumor, Protocol Specific",COMPLETED,59.0,2,1,United States,2005-11,2012-12
NCT05540899,Testing the Safety of Giving a Standard Dose of Radiation Over a Shorter Period of Time for Patients Who Had Surgery for Intermediate-Risk Head and Neck Cancer,PHASE1,"Head and Neck Cancer, Head and Neck Squamous Cell Carcinoma, Squamous Cell Carcinoma of the Larynx, Squamous Cell Carcinoma of the Oropharynx, Squamous Cell Carcinoma of the Oral Cavity",ACTIVE_NOT_RECRUITING,14.0,1,1,United States,2023-11-08,2027-07
NCT01792999,Koning Breast CT for Breast Imaging in China,PHASE3,Breast Cancer,COMPLETED,418.0,2,1,China,2012-05,2014-11
NCT01925599,BAP1 Testing in Instance Choroidal Nevi or Uveal Melanoma,,"Choroidal Nevi, Uveal Melanoma",UNKNOWN,133.0,3,1,United States,2013-07,2022-01
NCT01929499,Efficacy of Adjuvant Cytokine-induced Killer Cells in Colon Cancer,PHASE2,Colonic Neoplasms,UNKNOWN,210.0,1,1,China,2013-09,2016-08
NCT07243132,Long-Terms Responders in Metastatic Lung Cancer: Better Understanding for Better Management (Lungevity Study),,"Metastatic Lung Cancer, Metastatic NSCLC, Metastatic Small Cell Lung Cancer",RECRUITING,1000.0,46,1,France,2025-07-02,2031-01-31
NCT00005832,S9924 R115777 in Treating Patients With Locally Advanced or Metastatic Pancreatic Cancer,PHASE2,Pancreatic Cancer,COMPLETED,58.0,14,1,United States,2000-06,2005-10
NCT00676507,Phase III Lucanix™ Vaccine Therapy in Advanced Non-small Cell Lung Cancer (NSCLC) Following Front-line Chemotherapy,PHASE3,"Lung Neoplasm, Carcinoma Non-small Cell Lung Cancer Stage IIIA, Carcinoma Non-small Cell Lung Cancer Stage IIIB, Carcinoma Non-small Cell Lung Cancer Stage IV",COMPLETED,532.0,82,8,"Canada, Hungary, India, Netherlands, Poland, Serbia, United Kingdom, United States",2008-07,2013-01
NCT04516707,Evaluation of Tolerance and Efficacy Retrospective Data of XOFIGO,,"Prostate Cancer, Bone Metastases, Hormone-resistant Prostate Cancer",COMPLETED,67.0,8,1,France,2016-01-01,2017-01-01
NCT01035307,Studying Biomarkers in Tissue Samples From Young Patients With Acute Myeloid Leukemia Previously Enrolled on Clinical Trial POG-9421,,Leukemia,COMPLETED,90.0,0,0,,2009-10,2016-05
NCT01536392,"Oral Ondansetron Versus Transdermal Granisetron (Sancuso) for Women With Cervical, Endometrial or Vaginal Cancer Receiving Pelvic Chemoradiation",PHASE3,Cancer of the Cervix,COMPLETED,76.0,2,1,United States,2012-03,2019-10-03
NCT03659292,Effects of Epidural Block on the Prognosis in Patients With Pancreatic Cancer Undergoing Distal Pancreatectomy,NA,Cancer of Pancreas,UNKNOWN,540.0,3,1,China,2018-09,2022-10
NCT01169792,"Study of Cytochrome P450 Polymorphisms (CYP2D6, CYP3A4/5 and CYP2C19) in Breast Cancer Patients",,"Breast Neoplasms, Survival Analysis, Antineoplastic Agents, Therapeutic Uses",COMPLETED,,2,1,South Korea,,
NCT03033992,"Optune for Children With High-Grade Glioma or Ependymoma, and Optune With Radiation Therapy for Children With DIPG",NA,"Malignant Glioma, Ependymoma, Diffuse Intrinsic Pontine Glioma",ACTIVE_NOT_RECRUITING,80.0,11,1,United States,2017-04-04,2031-05-22
NCT00210834,"An Efficacy and Safety Study of Epoetin Alfa (PROCRIT) Initiated at 40,000 Units Every Week Versus 80,000 Units Every Two Weeks in Anemic Patients With Cancer Receiving Chemotherapy.",PHASE2,Anemia,COMPLETED,310.0,0,0,,2004-05,
NCT04913064,Effects of White Button Mushroom on Inflammation in Obese Postmenopausal Women at High Risk of Breast Cancer,NA,Breast Carcinoma,RECRUITING,26.0,1,1,United States,2021-07-27,2026-01-12
NCT00855764,Late Phase II Study of Weekly Paclitaxel (BMS-181339) in Patients With Advanced or Recurrent Head and Neck Cancer,PHASE2,Head and Neck Cancer,COMPLETED,36.0,0,0,,2005-10,2006-10
NCT05552664,The Genetic Information and Family Testing (GIFT) Study,NA,Cancer,ENROLLING_BY_INVITATION,5614.0,4,1,United States,2022-10-24,2025-10-31
NCT02173964,Pinverin Application Trial to Reduce Bowel Uptake of FDG (Fluorodeoxyglucose),PHASE4,Cancer,COMPLETED,58.0,1,1,South Korea,2014-07,2015-11
NCT00651664,"A Phase I Clinical and Pharmacodynamic Study of MLN8237, A Novel Aurora A Kinase Inhibitor, in Participants With Advanced Malignancies",PHASE1,Advanced Malignancies,COMPLETED,59.0,2,1,Spain,2007-10-22,2010-09-01
NCT02837809,Early Lung Cancer Detection in High Risk Individuals,NA,Lung Cancer,COMPLETED,4099.0,1,1,Italy,2005-09,2011-01
NCT05248009,Feasibility of Semi-Permanent Tattoo for Treatment Alignment in Radiation Therapy,NA,"Tattoo; Pigmentation, Cancer, Treatment-Related",COMPLETED,15.0,1,1,United States,2022-06-23,2023-04-13
NCT05950399,Stress Echocardiography to Identify Chemotherapy Induced Cardiotoxicity in Cancer Patients With Heart Failure Risk,NA,"Hematopoietic and Lymphoid System Neoplasm, Malignant Solid Neoplasm",COMPLETED,52.0,1,1,United States,2015-06-29,2024-03-19
NCT02240199,Perioperative Pregabalin and Lidocaine to Reduce Chronic Breast Cancer Pain,PHASE3,"Post-mastectomy Pain Syndrome, Chronic Post-surgical Pain",COMPLETED,100.0,2,1,Canada,2014-11,2016-01
NCT05660499,Impact of the Development of Pediatric Palliative Care,,Primary Brain Tumor,RECRUITING,40.0,1,1,France,2021-02-15,2023-12
NCT01070732,Paracetamol as Antipyretic and Analgesic Medication,PHASE4,"Fever, Analgesia",COMPLETED,100.0,3,1,Greece,2010-01,2010-01
NCT03079232,First Optical Coherence Microscopy in Dermato-oncology,NA,Skin Cancer,COMPLETED,122.0,1,1,France,2017-03-28,2018-08-01
NCT07059832,Application of 68Ga-NODAGA-SNA006 Positron Emission Tomography/Computed Tomography (PET/CT) in Tumors,PHASE1,Cancer,ACTIVE_NOT_RECRUITING,30.0,1,1,China,2024-04-01,2028-01-01
NCT03204032,A Study of Tegafur Combined With Temozolomide Versus Tegafur Combined With Temozolomide and Thalidomide in Subjects With Advanced Extrapancreatic Neuroendocrine Tumor,PHASE2,Extrapancreatic Neuroendocrine Tumor,UNKNOWN,60.0,1,1,China,2016-10,2017-10
NCT02162732,Molecular-Guided Therapy for Childhood Cancer,NA,"Neuroblastoma, Medulloblastoma, Glioma, Ependymoma, Choroid Plexus Neoplasms, Craniopharyngioma, Dysembryoplastic Neuroepithelial Tumor, Meningioma, Primitive Neuroectodermal Tumors (PNETs), Germ Cell Tumors, Rhabdomyosarcoma, Non-rhabdomyosarcoma, Ewings Sarcoma, Osteosarcoma, Wilms Tumor, Renal Cell Carcinoma, Malignant Rhabdoid Tumor, Clear Cell Sarcoma, Liver Tumors",COMPLETED,186.0,19,2,"Lebanon, United States",2014-07-08,2024-01-18
NCT02741232,Comparison of Perioperative Opioid Consumption Following Pectoral Nerve Block for Breast Cancer Surgery,NA,"Nerve Block, Mastectomy",COMPLETED,50.0,1,1,Canada,2016-03,2017-08-30
NCT01313598,"GLPG0187: Safety, Tolerability and Pharmacokinetics in Patients With Solid Tumors",PHASE1,Solid Tumors,COMPLETED,20.0,2,1,Netherlands,2011-03,2013-05
NCT06576232,Standalone Observational Study Assessing the Performance of an AI/ML Tech-based SaMD on Chest LDCT Images (REALITY),,High Risk Cancer,COMPLETED,1147.0,5,2,"Spain, United States",2022-09-21,2024-07-24
NCT00499798,"Changes in Semen or Sperm Caused by Temozolomide in Patients With Newly Diagnosed, Progressive, or Recurrent Primary Malignant Brain Tumors",,"Brain and Central Nervous System Tumors, Chemotherapeutic Agent Toxicity, Infertility",COMPLETED,16.0,1,1,United States,2004-08,2009-06
NCT05077098,Study of ADXS-504 Immunotherapy for Recurrent Prostate Cancer,PHASE1,Recurrent Prostate Cancer,ACTIVE_NOT_RECRUITING,8.0,1,1,United States,2021-08-12,2026-07
NCT04213898,SHR-1210 Combined With Albumin-bound Paclitaxel and Epirubicin Neoadjuvant for Triple Negative Breast Cancer,PHASE1,Triple-negative Breast Cancer,UNKNOWN,39.0,0,0,,2020-01,2021-01
NCT05129787,Ablation vs Resection of Colorectal Cancer Liver Metastases,NA,Colorectal Cancer Metastatic,RECRUITING,230.0,1,1,Norway,2021-12-16,2024-12
NCT03220087,Study to Evaluate the Use of Resources and the Costs Associated With Carcinoid Syndrome (CS) in Patients With NETs in Spain,,Neuroendocrine Tumors,COMPLETED,142.0,28,1,Spain,2017-07-21,2018-04-30
NCT06148493,Real-World Usage of Asciminib Among Patients With Chronic Myeloid Leukemia in Chronic Phase in the United States Using a Large Claims Database,,Chronic Myeloid Leukemia,COMPLETED,425.0,1,1,United States,2022-09-20,2022-12-15
NCT00397293,Study of AT-101 in Combination With Topotecan in Relapsed/Refractory Small Cell Lung Cancer,PHASE1,Small Cell Lung Cancer,COMPLETED,36.0,19,3,"Russia, Ukraine, United States",2006-11,2008-12
NCT00036621,"A Randomized, Placebo-Controlled Trial of BMS-275291 Given Daily for 12 Months to Women With Stage 1c-IIIA Breast Cancer Receiving Adjuvant Chemotherapy and/or Hormonal Therapy",PHASE2,Breast Cancer,TERMINATED,,9,1,United States,,2002-09
NCT06003114,A Study to Understand the Use of Palbociclib in Canadian Patients With Breast Cancer That Has Spread to Other Organs,,Breast Cancer,COMPLETED,472.0,1,1,Canada,2023-10-06,2024-02-22
NCT06719414,Application of Amide Proton Transfer-weighted Imaging in Predicting Pathological Complete Response After Neoadjuvant Therapy of Rectal Cancer,,Rectal Cancer,RECRUITING,320.0,2,1,China,2024-10-22,2027-12
NCT02532114,"Niclosamide and Enzalutamide in Treating Patients With Castration-Resistant, Metastatic Prostate Cancer",PHASE1,"Castration Levels of Testosterone, Castration-Resistant Prostate Carcinoma, Metastatic Prostate Carcinoma, Recurrent Prostate Carcinoma, Stage IV Prostate Adenocarcinoma",COMPLETED,5.0,1,1,United States,2015-12-31,2017-11-30
NCT03100006,"Phase Ib/IIa Trial to Evaluate Oregovomab and Nivolumab in Epithelial Cancer of Ovarian, Tubal or Peritoneal Origin",PHASE1,Epithelial Ovarian Cancer,TERMINATED,13.0,1,1,Singapore,2017-02-22,2019-06-07
NCT05375084,SHP2 Inhibitor BBP-398 in Combination With Nivolumab in Patients With Advanced Non-Small Cell Lung Cancer With a KRAS Mutation,PHASE1,"Non Small Cell Lung Cancer, Solid Tumor",TERMINATED,21.0,15,1,United States,2022-10-20,2024-04-12
NCT03249584,OsteoCool Tumor Ablation Post-Market Study,NA,"Metastasis Spine, Metastasis to Bone",COMPLETED,218.0,16,5,"Canada, France, Germany, Luxembourg, United States",2017-10-12,2019-04-30
NCT00416884,"Flu,Alemtuzumab,and TBI Followed By Donor Stem Cell Chronic Phase CML",PHASE2,Leukemia,TERMINATED,1.0,1,1,United States,2003-05,2008-03
NCT01060033,MRI (Including Spectroscopy and Fat-Saturations and Diffusion-Weighted Imaging) in Cervical Cancer,NA,Uterine Cervical Neoplasms,COMPLETED,9.0,1,1,United States,2010-11,2014-08
NCT02862652,Role of the Microparticles and of Tissue Factor in the Pro-thrombotic Phenotype and the Thromboembolic Complications During the Acute Lymphoblastic Leukemia in Children.,NA,Acute Lymphoblastic Leukemia,COMPLETED,24.0,1,1,France,2014-05,2017-03-21
NCT05809752,A First in Human Dose Escalation of Dendritic Cell Vaccine (DCV),PHASE1,"Leptomeningeal Disease, Triple Negative Breast Cancer, HER2-positive Breast Cancer",RECRUITING,18.0,3,1,United States,2023-08-22,2026-03
NCT00827047,Total Hemihepatic Vascular Exclusion in Hepatectomy in Hepatocellular Carcinoma Treatment,NA,Hepatocellular Carcinoma,COMPLETED,150.0,1,1,China,2009-01,2010-12
NCT02132949,"A Study Evaluating Pertuzumab (Perjeta) Combined With Trastuzumab (Herceptin) and Standard Anthracycline-based Chemotherapy in Participants With Human Epidermal Growth Factor Receptor 2 (HER2)-Positive Locally Advanced, Inflammatory, or Early-stage Breast Cancer",PHASE2,Breast Cancer,COMPLETED,401.0,80,12,"Canada, Denmark, France, Germany, Italy, Mexico, Norway, Poland, Portugal, Spain, United Kingdom, United States",2014-07-14,2016-03-03
NCT00970138,Apatinib Versus Placebo as a Third Line Treatment in Patients With Advanced or Metastatic Gastric Cancer,PHASE2,Gastric Carcinoma,COMPLETED,141.0,1,1,China,2009-06,2010-10
NCT01087658,Oral Glutamine in the Prevention of Oxaliplatin-induced Neurotoxicity,PHASE3,Colorectal Neoplasms,COMPLETED,200.0,14,1,Canada,2010-02,2013-03
NCT00770848,AMG 102 in Combination With Mitoxantrone and Prednisone in Subjects With Previously Treated Castrate Resistant Prostate Cancer,PHASE1,"Cancer, Castrate-Resistant Prostate Cancer, Mestastatic Prostate Cancer, Prostate Cancer",COMPLETED,162.0,0,0,,2008-11,2011-01
NCT02674555,"A Study to Investigate the Absorption, Metabolism and Excretion of [14C]ASP8273 in Subjects With Solid Tumors",PHASE1,"Epidermal Growth Factor Receptor (EGFR) Mutations, Solid Tumors",WITHDRAWN,0.0,0,0,,2016-11-15,2016-11-15
NCT03760926,A Trial of the May Health Device in Transvaginal Ablation of Ovarian Tissue Under ULTRAsound Visualization in Women With PCOS Infertility,NA,Polycystic Ovary Syndrome,COMPLETED,28.0,6,3,"Belgium, France, United Kingdom",2019-02-14,2023-09-02
NCT07192926,Sarcopenia and CRP-TyG Index (CTI) as Predictors of Immunotherapy Response in Metastatic Non-Small Cell Lung Cancer,,"Metastatic Non-small Cell Lung Cancer, Neoplasm",ACTIVE_NOT_RECRUITING,115.0,2,1,Turkey (Türkiye),2022-11-15,2025-12-15
NCT01809600,Retrospective Analysis of Rituximab-containing Immunochemotherapy for Burkitt's or Burkitt-like Lymphoma in Adults,,"Burkitt's Lymphoma, High-grade B-cell Lymphoma",COMPLETED,43.0,1,1,South Korea,2013-02,2014-03
NCT02975700,A Study of PLX3397 in Patients With Unresectable or Metastatic KIT-mutated Melanoma,NA,Melanoma,COMPLETED,6.0,5,2,"China, South Korea",2017-01-31,2018-08-31
NCT06796907,A Study of GSK5733584 in Combination With Anti-cancer Therapies for Advanced Solid Tumors,PHASE1,"Tumours, Gynecological",RECRUITING,392.0,56,20,"Argentina, Australia, Belgium, Brazil, Canada, Denmark, Finland, France, Germany, Greece, Japan, Netherlands, Norway, Panama, Poland, South Korea, Spain, Sweden, Turkey (Türkiye), United Kingdom",2025-03-04,2027-12-17
NCT01333007,An Observational Study of Avastin (Bevacizumab) in Combination With Chemotherapy in Patients With Metastatic or Recurrent Non-Squamous Non-Small Cell Lung Cancer,,Non-Squamous Non-Small Cell Lung Cancer,COMPLETED,423.0,152,1,France,2010-07,2013-05
NCT04490707,Study of Azacytidine Combined With Lenalidomide As Maintenance Therapy Based on MRD Monitoring in AML,PHASE3,Acute Myeloid Leukemia in Remission,UNKNOWN,60.0,1,1,China,2020-09-01,2022-12-30
NCT02989636,"Nivolumab With or Without Stereotactic Radiosurgery in Treating Patients With Recurrent, Advanced, or Metastatic Chordoma",PHASE1,Chordoma,ACTIVE_NOT_RECRUITING,21.0,2,1,United States,2017-03-10,2024-04-24
NCT00068471,Anidulafungin in Treating Immunocompromised Children With Neutropenia,PHASE1,"Infection, Neutropenia, Unspecified Childhood Solid Tumor, Protocol Specific",COMPLETED,,5,1,United States,2003-07,
NCT06764771,A Study of BMS-986488 as Monotherapy and Combination Therapy in Participants With Advanced Malignant Tumors,PHASE1,Advanced Malignant Tumors,ACTIVE_NOT_RECRUITING,437.0,7,3,"Australia, Canada, United States",2025-03-25,2027-10-15
NCT04033471,Combined Epidural Morphine and Midazolam on Postoperative Pain,PHASE1,Acute Postoperative Pain,UNKNOWN,20.0,1,1,Egypt,2019-07-01,2021-03
NCT05008471,Application of Whole-course Standardized Nutrition Management During Peri-radiotherapy in Patients With Nasopharyngeal Carcinoma After Radiotherapy: a Multicenter Randomized Controlled Clinical Study,NA,"Nasopharyngeal Carcinoma, Radiation Therapy Induced Change, Nutrition Disorders",UNKNOWN,388.0,1,1,China,2021-04-26,2022-04-26
NCT00339144,Study of Dasatinib (BMS-354825) in Patients With Solid Tumors,PHASE1,Tumors,COMPLETED,16.0,2,1,Japan,2007-01,2008-09
NCT02167334,Using Positive Pressure Ventilation for Preoxygenation During Panendoscopy.,NA,ENT Cancer Screening,COMPLETED,50.0,1,1,France,2013-09,2013-09
NCT00747734,A Study of MNRP1685A in Patients With Locally Advanced or Metastatic Solid Tumors,PHASE1,Solid Cancers,COMPLETED,35.0,0,0,,2008-09,
NCT06493734,Stereotactic Body Radiation Therapy After Chemotherapy for Unresectable Perihilar Cholangiocarcinoma,NA,Klatskin Tumor,RECRUITING,30.0,8,2,"Belgium, Netherlands",2024-07-01,2027-12-01
NCT07087834,"Men's Perceptions, Attitudes, and Knowledge Levels Toward Cancer Screening",NA,"Men&#39;s Health Screening, Cancer Screening",ACTIVE_NOT_RECRUITING,80.0,1,1,Turkey (Türkiye),2025-09-01,2025-09-30
NCT01527864,Paclitaxel-Carboplatin Alone or With M2ES for Non-Small-Cell Lung Cancer,PHASE2,Non Small Cell Lung Cancer,UNKNOWN,300.0,1,1,China,2011-05,2012-12
NCT03792932,Laparoscopic vs Open Pancreatectomy for Body and Tail Pancreatic Cancer,NA,"Pancreatic Cancer, Surgery, Laparoscopy",UNKNOWN,306.0,11,1,China,2019-02-02,2023-01-31
NCT03457532,A Phase I Study of SCC244 in Patients with Advanced MET Alterations Solid Tumors,PHASE1,Advanced Solid Tumor,COMPLETED,177.0,1,1,China,2017-12-16,2023-09-22
NCT02244632,Modufolin (Arfolitixorin) in Combination With 5-Fluorouracil Alone or Together With Oxaliplatin or Irinotecan in Colorectal Cancer,PHASE1,Colorectal Neoplasm,COMPLETED,105.0,10,4,"Denmark, Greece, Norway, Sweden",2014-09,2020-01-30
NCT07252232,Study of Daraxonrasib (RMC-6236) in Patients With Resected Pancreatic Ductal Adenocarcinoma (PDAC),PHASE3,"Pancreatic Cancer, PDAC, PDAC - Pancreatic Ductal Adenocarcinoma, Resectable Pancreatic Ductal Adenocarcinoma (PDAC), Resected Pancreatic Adenocarcinoma",RECRUITING,500.0,5,2,"Puerto Rico, United States",2025-12-10,2029-05-10
NCT00004909,Effect of Chemotherapy Given Either by Mouth or by Infusion on the Quality of Life of Patients With Recurrent Ovarian Epithelial Cancer,,"Ovarian Cancer, Malignant Tumor of Peritoneum, Quality of Life",COMPLETED,40.0,1,1,United States,1999-11,2002-11
NCT03654599,Effects of Digital Stories Intervention on Psychosocial Well-being,NA,"Bone Marrow Transplant, Information Disclosure, Hematopoietic Stem Cell Transplantation, Psychosocial Health, Depression, Anxiety, Stress, Narrative",COMPLETED,202.0,1,1,United States,2017-09-01,2021-01-05
NCT00087399,Gabapentin With or Without Antidepressants in Treating Hot Flashes in Women Who Have Had Breast Cancer or Have Concerns About Taking Hormone Therapy,PHASE3,"Breast Cancer, Hot Flashes",COMPLETED,118.0,162,1,United States,2004-11,2007-04
NCT05030363,ALDH Enzyme in CRF With Advanced GI Cancer,NA,"Fatigue, Gastrointestinal Cancer, Aldehyde Dehydrogenase",UNKNOWN,82.0,1,1,South Korea,2021-10-25,2022-08-31
NCT03768063,A Study in Patients Previously Enrolled in a Genentech and/or F. Hoffmann-La Roche Ltd Sponsored Atezolizumab Study,PHASE3,Cancer,ACTIVE_NOT_RECRUITING,1000.0,87,25,"Australia, Belgium, Brazil, Bulgaria, Chile, Czechia, Denmark, France, Germany, Greece, Guatemala, Hong Kong, Hungary, Italy, Japan, Mexico, Poland, Romania, Russia, Slovakia, South Korea, Spain, Thailand, Ukraine, United States",2019-02-28,2028-07-05
NCT00497263,End-to-End Compression Anastomosis for Left-sided Colectomy Endo-CAR Study,PHASE2,"Colorectal Cancer, Diverticulitis",COMPLETED,,1,1,Belgium,,
